datetime_utc;pv_production_kw;grid_net_kw;injection_price_eur_per_mwh;offtake_price_eur_per_mwh;most_recent_load_factor_forecast
2025-12-31 23:00:00;0,06;15,11;97,049;144,5881;0
2025-12-31 23:15:00;0,05;13,06;78,089;125,6281;0
2025-12-31 23:30:00;0,05;12,53;53,669;101,2081;0
2025-12-31 23:45:00;0,05;12,78;45,309;92,8481;0
2026-01-01 00:00:00;0,05;12,11;69,109;116,6481;0
2026-01-01 00:15:00;0,05;16,78;59,159;106,6981;0
2026-01-01 00:30:00;0,05;20,22;61,339;108,8781;0
2026-01-01 00:45:00;0,04;19,73;49,899;97,4381;0
2026-01-01 01:00:00;0,05;19,35;64,839;112,3781;0
2026-01-01 01:15:00;0,05;17,51;51,339;98,8781;0
2026-01-01 01:30:00;0,05;19,58;53,249;100,7881;0
2026-01-01 01:45:00;0,06;19,49;40,009;87,5481;0
2026-01-01 02:00:00;0,05;19,89;50,449;97,9881;0
2026-01-01 02:15:00;0,05;20,08;42,069;89,6081;0
2026-01-01 02:30:00;0,06;17,87;25,899;73,4381;0
2026-01-01 02:45:00;0,05;12,31;24,099;71,6381;0
2026-01-01 03:00:00;0,05;12,45;21,489;69,0281;0
2026-01-01 03:15:00;0,05;10,42;13,819;61,3581;0
2026-01-01 03:30:00;0,04;8,72;20,229;67,7681;0
2026-01-01 03:45:00;0,04;9,33;20,709;68,2481;0
2026-01-01 04:00:00;0,05;9,13;15,309;62,8481;0
2026-01-01 04:15:00;0,05;14,26;14,199;61,7381;0
2026-01-01 04:30:00;0,04;11,04;19,409;66,9481;0
2026-01-01 04:45:00;0,05;13,88;4,099;51,6381;0
2026-01-01 05:00:00;0,05;18,68;16,899;64,4381;0
2026-01-01 05:15:00;0,05;19,53;1,369;48,9081;0
2026-01-01 05:30:00;0,05;22,04;17,209;64,7481;0
2026-01-01 05:45:00;0,06;20,53;7,569;55,1081;0
2026-01-01 06:00:00;0,05;18,55;36,059;83,5981;0
2026-01-01 06:15:00;0,04;20,89;10,749;58,2881;0
2026-01-01 06:30:00;0,05;14,56;14,749;62,2881;1,21E-05
2026-01-01 06:45:00;0,05;12,36;10,849;58,3881;0,000995479
2026-01-01 07:00:00;0,05;13,89;25,419;72,9581;0,005165945
2026-01-01 07:15:00;0,05;13,99;22,619;70,1581;0,012978626
2026-01-01 07:30:00;0,05;13,7;13,599;61,1381;0,023080025
2026-01-01 07:45:00;0,19;13,06;3,329;50,8681;0,03426797
2026-01-01 08:00:00;0,78;12,35;44,829;92,3681;0,03859412
2026-01-01 08:15:00;0,73;14,09;33,689;81,2281;0,04759152
2026-01-01 08:30:00;1,71;9,72;24,579;72,1181;0,05521736
2026-01-01 08:45:00;2,22;7,07;2,339;49,8781;0,060445696
2026-01-01 09:00:00;2,71;11,7;42,109;89,6481;0,06271062
2026-01-01 09:15:00;2,78;17,74;20,399;67,9381;0,06679105
2026-01-01 09:30:00;4;14,59;17,319;64,8581;0,06966365
2026-01-01 09:45:00;8,52;9,41;3,219;50,7581;0,070483334
2026-01-01 10:00:00;8,93;7,34;31,939;79,4781;0,085691795
2026-01-01 10:15:00;9,27;13,78;13,929;61,4681;0,08280789
2026-01-01 10:30:00;9,64;12,33;19,609;67,1481;0,07949519
2026-01-01 10:45:00;5,87;12,96;14,009;61,5481;0,07621348
2026-01-01 11:00:00;2,76;18,54;24,129;71,6681;0,084354304
2026-01-01 11:15:00;2,16;16,35;31,159;78,6981;0,079295345
2026-01-01 11:30:00;3,26;16,76;37,349;84,8881;0,07465611
2026-01-01 11:45:00;3,3;8,8;40,749;88,2881;0,06919257
2026-01-01 12:00:00;2,57;9,91;36,399;83,9381;0,07314873
2026-01-01 12:15:00;3,39;12,57;34,599;82,1381;0,067365944
2026-01-01 12:30:00;3,71;10,76;9,199;56,7381;0,05965922
2026-01-01 12:45:00;4,29;8,27;9,449;56,9881;0,049903
2026-01-01 13:00:00;1,87;12,65;19,339;66,8781;0,042403318
2026-01-01 13:15:00;1,18;13,06;33,549;81,0881;0,03260319
2026-01-01 13:30:00;1,13;14,09;31,609;79,1481;0,023926066
2026-01-01 13:45:00;1,69;11,91;43,199;90,7381;0,016136238
2026-01-01 14:00:00;2,8;11,7;27,039;74,5781;0,009458118
2026-01-01 14:15:00;3,31;12,82;39,079;86,6181;0,004209238
2026-01-01 14:30:00;2,7;12,7;41,769;89,3081;0,000926837
2026-01-01 14:45:00;1,67;14,42;56,199;103,7381;2,05E-06
2026-01-01 15:00:00;1,63;14,48;50,369;97,9081;0
2026-01-01 15:15:00;0,47;17,49;67,529;115,0681;0
2026-01-01 15:30:00;0,05;17,65;60,449;107,9881;0
2026-01-01 15:45:00;0,45;15,96;79,919;127,4581;0
2026-01-01 16:00:00;0,05;15,37;62,059;109,5981;0
2026-01-01 16:15:00;0,05;18,74;71,479;119,0181;0
2026-01-01 16:30:00;0,06;19,79;74,749;122,2881;0
2026-01-01 16:45:00;0,06;20,03;80,829;128,3681;0
2026-01-01 17:00:00;0,06;18,28;79,879;127,4181;0
2026-01-01 17:15:00;0,05;17,67;80,689;128,2281;0
2026-01-01 17:30:00;0,05;17,57;73,049;120,5881;0
2026-01-01 17:45:00;0,06;17,12;82,329;129,8681;0
2026-01-01 18:00:00;0,05;18,87;81,249;128,7881;0
2026-01-01 18:15:00;0,05;14,35;86,949;134,4881;0
2026-01-01 18:30:00;0,06;12,86;75,599;123,1381;0
2026-01-01 18:45:00;0,05;11,03;76,189;123,7281;0
2026-01-01 19:00:00;0,05;11,09;68,219;115,7581;0
2026-01-01 19:15:00;0,05;11,58;67,919;115,4581;0
2026-01-01 19:30:00;0,05;11,38;67,329;114,8681;0
2026-01-01 19:45:00;0,05;10,94;63,049;110,5881;0
2026-01-01 20:00:00;0,06;11,34;63,789;111,3281;0
2026-01-01 20:15:00;0,06;11,68;60,849;108,3881;0
2026-01-01 20:30:00;0,06;10,13;60,619;108,1581;0
2026-01-01 20:45:00;0,06;9,19;54,329;101,8681;0
2026-01-01 21:00:00;0,06;9,91;51,959;99,4981;0
2026-01-01 21:15:00;0,05;8,52;54,879;102,4181;0
2026-01-01 21:30:00;0,06;9,06;68,069;115,6081;0
2026-01-01 21:45:00;0,07;6,87;64,589;112,1281;0
2026-01-01 22:00:00;0,06;9,46;49,399;96,9381;0
2026-01-01 22:15:00;0,05;10,5;48,269;95,8081;0
2026-01-01 22:30:00;0,06;11,8;54,769;102,3081;0
2026-01-01 22:45:00;0,06;18,91;40,749;88,2881;0
2026-01-01 23:00:00;0,05;16,15;32,219;79,7581;0
2026-01-01 23:15:00;0,06;16,22;39,429;86,9681;0
2026-01-01 23:30:00;0,06;15,98;12,839;60,3781;0
2026-01-01 23:45:00;0,05;14,03;-1,501;46,0381;0
2026-01-02 00:00:00;0,05;18,34;40,829;88,3681;0
2026-01-02 00:15:00;0,05;17,22;27,979;75,5181;0
2026-01-02 00:30:00;0,06;15,27;19,179;66,7181;0
2026-01-02 00:45:00;0,05;15,92;13,709;61,2481;0
2026-01-02 01:00:00;0,05;13,76;50,819;98,3581;0
2026-01-02 01:15:00;0,05;15,66;30,749;78,2881;0
2026-01-02 01:30:00;0,06;15,33;14,709;62,2481;0
2026-01-02 01:45:00;0,05;16,37;2,089;49,6281;0
2026-01-02 02:00:00;0,05;16,67;42,319;89,8581;0
2026-01-02 02:15:00;0,06;14,94;30,089;77,6281;0
2026-01-02 02:30:00;0,05;16,08;10,899;58,4381;0
2026-01-02 02:45:00;0,05;13,82;-5,221;42,3181;0
2026-01-02 03:00:00;0,05;9,31;15,219;62,7581;0
2026-01-02 03:15:00;0,05;7,27;16,829;64,3681;0
2026-01-02 03:30:00;0,05;6,12;8,299;55,8381;0
2026-01-02 03:45:00;0,05;10,8;27,039;74,5781;0
2026-01-02 04:00:00;0,05;13,45;-0,561;46,9781;0
2026-01-02 04:15:00;0,05;20,39;4,219;51,7581;0
2026-01-02 04:30:00;0,05;15,41;4,159;51,6981;0
2026-01-02 04:45:00;0,06;20,58;15,599;63,1381;0
2026-01-02 05:00:00;0,05;18,07;-1,191;46,3481;0
2026-01-02 05:15:00;0,06;16,93;12,439;59,9781;0
2026-01-02 05:30:00;0,05;16,39;24,959;72,4981;0
2026-01-02 05:45:00;0,05;14,86;38,629;86,1681;0
2026-01-02 06:00:00;0,06;14,26;63,409;110,9481;0
2026-01-02 06:15:00;0,05;10,61;75,089;122,6281;0
2026-01-02 06:30:00;0,05;12,32;62,319;109,8581;3,66E-06
2026-01-02 06:45:00;0,05;11,94;61,249;108,7881;0,000607545
2026-01-02 07:00:00;0,05;9,94;84,169;131,7081;0,002756948
2026-01-02 07:15:00;0,06;8,9;85,749;133,2881;0,006310752
2026-01-02 07:30:00;0,06;12,07;80,169;127,7081;0,011070551
2026-01-02 07:45:00;0,06;10,48;78,579;126,1181;0,016897868
2026-01-02 08:00:00;0,75;10,05;96,399;143,9381;0,021492328
2026-01-02 08:15:00;1,57;12,97;90,679;138,2181;0,027406948
2026-01-02 08:30:00;6,79;12,72;81,909;129,4481;0,032635305
2026-01-02 08:45:00;16,05;-0,18;74,499;122,0381;0,036613803
2026-01-02 09:00:00;22,97;1,44;105,709;153,2481;0,039605882
2026-01-02 09:15:00;29,65;-7,5;96,249;143,7881;0,043421168
2026-01-02 09:30:00;35,58;-15,47;87,889;135,4281;0,046392843
2026-01-02 09:45:00;41,09;-20,54;81,129;128,6681;0,04770603
2026-01-02 10:00:00;44,74;-24,04;96,889;144,4281;0,05405606
2026-01-02 10:15:00;48,58;-28,83;86,399;133,9381;0,05239791
2026-01-02 10:30:00;50,95;-31,13;83,499;131,0381;0,049699023
2026-01-02 10:45:00;54,61;-34,14;81,929;129,4681;0,046573482
2026-01-02 11:00:00;55,22;-35,21;81,659;129,1981;0,058978815
2026-01-02 11:15:00;42,3;-21,86;79,659;127,1981;0,0528856
2026-01-02 11:30:00;25,46;-6,8;78,659;126,1981;0,047243256
2026-01-02 11:45:00;47,33;-29,51;78,779;126,3181;0,041666795
2026-01-02 12:00:00;49,7;-31,82;61,049;108,5881;0,022653183
2026-01-02 12:15:00;19,38;0,45;58,289;105,8281;0,020742482
2026-01-02 12:30:00;7,64;10,87;57,599;105,1381;0,018650884
2026-01-02 12:45:00;11,79;5,82;63,229;110,7681;0,016365724
2026-01-02 13:00:00;23,72;-5,77;58,849;106,3881;0,013903836
2026-01-02 13:15:00;13,88;1,91;63,389;110,9281;0,011344528
2026-01-02 13:30:00;3,43;13,68;63,989;111,5281;0,008902787
2026-01-02 13:45:00;10,25;4,42;68,279;115,8181;0,006548687
2026-01-02 14:00:00;13,69;2,22;63,999;111,5381;0,004129642
2026-01-02 14:15:00;4,14;10,94;70,779;118,3181;0,002156714
2026-01-02 14:30:00;2,83;12,89;75,149;122,6881;0,000607375
2026-01-02 14:45:00;3,28;11,45;77,699;125,2381;5,44E-06
2026-01-02 15:00:00;1,26;14,35;72,759;120,2981;0
2026-01-02 15:15:00;1,16;15,34;80,709;128,2481;0
2026-01-02 15:30:00;0,35;15,57;81,009;128,5481;0
2026-01-02 15:45:00;0,05;14,01;82,389;129,9281;0
2026-01-02 16:00:00;0,06;17,16;84,919;132,4581;0
2026-01-02 16:15:00;0,06;21,1;93,729;141,2681;0
2026-01-02 16:30:00;0,06;19,84;95,149;142,6881;0
2026-01-02 16:45:00;0,06;20,02;102,249;149,7881;0
2026-01-02 17:00:00;0,06;22,51;96,139;143,6781;0
2026-01-02 17:15:00;0,06;20,78;96,909;144,4481;0
2026-01-02 17:30:00;0,05;23,87;99,229;146,7681;0
2026-01-02 17:45:00;0,05;17,93;105,149;152,6881;0
2026-01-02 18:00:00;0,05;13,92;96,779;144,3181;0
2026-01-02 18:15:00;0,06;14,67;96,199;143,7381;0
2026-01-02 18:30:00;0,06;14,39;100,019;147,5581;0
2026-01-02 18:45:00;0,05;15,28;103,459;150,9981;0
2026-01-02 19:00:00;0,05;15,07;89,039;136,5781;0
2026-01-02 19:15:00;0,06;14,78;83,619;131,1581;0
2026-01-02 19:30:00;0,05;13,04;80,659;128,1981;0
2026-01-02 19:45:00;0,06;12,79;78,089;125,6281;0
2026-01-02 20:00:00;0,05;13,68;79,199;126,7381;0
2026-01-02 20:15:00;0,05;12,64;77,379;124,9181;0
2026-01-02 20:30:00;0,05;12,68;76,809;124,3481;0
2026-01-02 20:45:00;0,06;13,01;72,739;120,2781;0
2026-01-02 21:00:00;0,05;11,5;79,889;127,4281;0
2026-01-02 21:15:00;0,06;12,36;76,439;123,9781;0
2026-01-02 21:30:00;0,06;10,78;87,889;135,4281;0
2026-01-02 21:45:00;0,06;12,8;76,889;124,4281;0
2026-01-02 22:00:00;0,06;12,75;79,949;127,4881;0
2026-01-02 22:15:00;0,05;13,43;74,629;122,1681;0
2026-01-02 22:30:00;0,05;12,72;87,009;134,5481;0
2026-01-02 22:45:00;0,05;17,53;69,719;117,2581;0
2026-01-02 23:00:00;0,05;19,49;75,089;122,6281;0
2026-01-02 23:15:00;0,05;17,52;73,539;121,0781;0
2026-01-02 23:30:00;0,06;17,88;69,659;117,1981;0
2026-01-02 23:45:00;0,05;18,39;66,379;113,9181;0
2026-01-03 00:00:00;0,05;18,18;71,649;119,1881;0
2026-01-03 00:15:00;0,05;16,75;68,739;116,2781;0
2026-01-03 00:30:00;0,04;15,59;68,519;116,0581;0
2026-01-03 00:45:00;0,05;17,63;68,199;115,7381;0
2026-01-03 01:00:00;0,05;19,58;69,449;116,9881;0
2026-01-03 01:15:00;0,05;19,38;67,679;115,2181;0
2026-01-03 01:30:00;0,05;14,18;66,439;113,9781;0
2026-01-03 01:45:00;0,05;17,29;65,009;112,5481;0
2026-01-03 02:00:00;0,05;20,36;67,949;115,4881;0
2026-01-03 02:15:00;0,04;17,31;66,609;114,1481;0
2026-01-03 02:30:00;0,05;17,1;65,369;112,9081;0
2026-01-03 02:45:00;0,06;12,99;64,689;112,2281;0
2026-01-03 03:00:00;0,05;8,77;64,629;112,1681;0
2026-01-03 03:15:00;0,05;12,05;64,159;111,6981;0
2026-01-03 03:30:00;0,05;11,84;64,219;111,7581;0
2026-01-03 03:45:00;0,05;13,18;64,109;111,6481;0
2026-01-03 04:00:00;0,05;19,71;64,829;112,3681;0
2026-01-03 04:15:00;0,05;17,3;64,799;112,3381;0
2026-01-03 04:30:00;0,05;14,75;66,049;113,5881;0
2026-01-03 04:45:00;0,05;20,97;67,899;115,4381;0
2026-01-03 05:00:00;0,06;21,67;63,799;111,3381;0
2026-01-03 05:15:00;0,04;18,66;65,559;113,0981;0
2026-01-03 05:30:00;0,05;21,85;68,029;115,5681;0
2026-01-03 05:45:00;0,05;18,02;70,759;118,2981;0
2026-01-03 06:00:00;0,04;8,79;69,309;116,8481;0
2026-01-03 06:15:00;0,05;8,54;67,979;115,5181;0
2026-01-03 06:30:00;0,05;9,94;70,689;118,2281;4,08E-06
2026-01-03 06:45:00;0,05;7,98;73,039;120,5781;0,001410012
2026-01-03 07:00:00;0,05;9,76;78,599;126,1381;0,010648661
2026-01-03 07:15:00;0,05;9,32;81,099;128,6381;0,029426886
2026-01-03 07:30:00;0,05;9,31;82,659;130,1981;0,051754493
2026-01-03 07:45:00;0,05;9,45;83,399;130,9381;0,07272989
2026-01-03 08:00:00;0,05;8,45;86,099;133,6381;0,07591494
2026-01-03 08:15:00;0,05;5,96;86,379;133,9181;0,09392156
2026-01-03 08:30:00;1,17;13,12;85,089;132,6281;0,11175271
2026-01-03 08:45:00;1,21;13,09;81,789;129,3281;0,12924257
2026-01-03 09:00:00;2,95;21,44;89,689;137,2281;0,1457823
2026-01-03 09:15:00;9,81;14,2;85,749;133,2881;0,16297182
2026-01-03 09:30:00;17,81;2,86;82,199;129,7381;0,1797586
2026-01-03 09:45:00;18,75;2,21;78,599;126,1381;0,195943
2026-01-03 10:00:00;23,65;-2,97;82,699;130,2381;0,22792749
2026-01-03 10:15:00;40,18;-20,22;79,749;127,2881;0,23785605
2026-01-03 10:30:00;55,93;-35,69;78,599;126,1381;0,24532478
2026-01-03 10:45:00;41,82;-21,72;76,779;124,3181;0,25023597
2026-01-03 11:00:00;52,47;-32,73;78,599;126,1381;0,26040664
2026-01-03 11:15:00;15,19;5,9;77,809;125,3481;0,25670892
2026-01-03 11:30:00;6,75;12,1;77,909;125,4481;0,25319207
2026-01-03 11:45:00;5,41;12,66;78,329;125,8681;0,24179927
2026-01-03 12:00:00;3,48;17,63;76,599;124,1381;0,21787575
2026-01-03 12:15:00;7,4;11,16;76,299;123,8381;0,20206724
2026-01-03 12:30:00;5,75;12,33;76,779;124,3181;0,18230684
2026-01-03 12:45:00;8,96;9,62;79,739;127,2781;0,16024531
2026-01-03 13:00:00;11,88;6,04;75,859;123,3981;0,13403663
2026-01-03 13:15:00;21,55;-3,86;78,899;126,4381;0,11485215
2026-01-03 13:30:00;13,1;5,11;81,449;128,9881;0,09415533
2026-01-03 13:45:00;3,38;15,96;85,749;133,2881;0,069656715
2026-01-03 14:00:00;3,7;11,79;80,749;128,2881;0,041107107
2026-01-03 14:15:00;10,17;6,1;84,759;132,2981;0,018355569
2026-01-03 14:30:00;12,35;3,76;87,469;135,0081;0,003393566
2026-01-03 14:45:00;0,46;17,52;88,559;136,0981;6,53E-05
2026-01-03 15:00:00;2,82;16,23;85,169;132,7081;0
2026-01-03 15:15:00;1,91;17,64;89,619;137,1581;0
2026-01-03 15:30:00;0,75;19,41;91,389;138,9281;0
2026-01-03 15:45:00;0,16;17,75;95,119;142,6581;0
2026-01-03 16:00:00;0,05;22,07;96,359;143,8981;0
2026-01-03 16:15:00;0,05;20,61;100,739;148,2781;0
2026-01-03 16:30:00;0,05;20,19;101,759;149,2981;0
2026-01-03 16:45:00;0,06;21,26;102,659;150,1981;0
2026-01-03 17:00:00;0,06;19,2;103,469;151,0081;0
2026-01-03 17:15:00;0,06;19,79;101,709;149,2481;0
2026-01-03 17:30:00;0,06;18,19;100,569;148,1081;0
2026-01-03 17:45:00;0,05;14,22;100,199;147,7381;0
2026-01-03 18:00:00;0,05;16,62;101,729;149,2681;0
2026-01-03 18:15:00;0,06;13,99;96,369;143,9081;0
2026-01-03 18:30:00;0,06;12,7;92,969;140,5081;0
2026-01-03 18:45:00;0,05;12,42;89,839;137,3781;0
2026-01-03 19:00:00;0,06;14,35;89,369;136,9081;0
2026-01-03 19:15:00;0,05;13,44;89,199;136,7381;0
2026-01-03 19:30:00;0,05;13,57;88,099;135,6381;0
2026-01-03 19:45:00;0,06;11,18;84,659;132,1981;0
2026-01-03 20:00:00;0,06;11,02;85,669;133,2081;0
2026-01-03 20:15:00;0,06;11,31;82,439;129,9781;0
2026-01-03 20:30:00;0,05;12,22;81,709;129,2481;0
2026-01-03 20:45:00;0,06;11,19;76,399;123,9381;0
2026-01-03 21:00:00;0,06;10,18;84,859;132,3981;0
2026-01-03 21:15:00;0,06;12,48;81,479;129,0181;0
2026-01-03 21:30:00;0,06;10,76;81,579;129,1181;0
2026-01-03 21:45:00;0,06;12,45;77,739;125,2781;0
2026-01-03 22:00:00;0,06;12,77;82,209;129,7481;0
2026-01-03 22:15:00;0,05;12,18;77,229;124,7681;0
2026-01-03 22:30:00;0,06;10,73;75,549;123,0881;0
2026-01-03 22:45:00;0,05;17,73;72,089;119,6281;0
2026-01-03 23:00:00;0,05;20,74;84,759;132,2981;0
2026-01-03 23:15:00;0,05;19,87;80,169;127,7081;0
2026-01-03 23:30:00;0,05;19,47;78,529;126,0681;0
2026-01-03 23:45:00;0,05;19,97;74,829;122,3681;0
2026-01-04 00:00:00;0,05;24,3;78,469;126,0081;0
2026-01-04 00:15:00;0,05;24,96;76,179;123,7181;0
2026-01-04 00:30:00;0,05;24,12;74,989;122,5281;0
2026-01-04 00:45:00;0,04;24,39;74,679;122,2181;0
2026-01-04 01:00:00;0,04;22,48;77,879;125,4181;0
2026-01-04 01:15:00;0,05;21,7;75,599;123,1381;0
2026-01-04 01:30:00;0,05;21,77;74,929;122,4681;0
2026-01-04 01:45:00;0,05;19,92;74,759;122,2981;0
2026-01-04 02:00:00;0,04;20,43;75,429;122,9681;0
2026-01-04 02:15:00;0,05;17,03;74,619;122,1581;0
2026-01-04 02:30:00;0,05;16,96;74,179;121,7181;0
2026-01-04 02:45:00;0,05;13,38;73,799;121,3381;0
2026-01-04 03:00:00;0,05;11,83;73,349;120,8881;0
2026-01-04 03:15:00;0,05;10,91;72,939;120,4781;0
2026-01-04 03:30:00;0,05;8,62;73,159;120,6981;0
2026-01-04 03:45:00;0,05;10,66;73,779;121,3181;0
2026-01-04 04:00:00;0,05;12,37;73,259;120,7981;0
2026-01-04 04:15:00;0,05;12,75;73,929;121,4681;0
2026-01-04 04:30:00;0,05;9,39;74,759;122,2981;0
2026-01-04 04:45:00;0,05;13,5;74,679;122,2181;0
2026-01-04 05:00:00;0,05;19,52;73,469;121,0081;0
2026-01-04 05:15:00;0,05;18,76;74,779;122,3181;0
2026-01-04 05:30:00;0,05;21,83;74,459;121,9981;0
2026-01-04 05:45:00;0,05;20,2;75,539;123,0781;0
2026-01-04 06:00:00;0,05;17,1;75,299;122,8381;0
2026-01-04 06:15:00;0,04;13,46;75,299;122,8381;0
2026-01-04 06:30:00;0,04;11,06;77,649;125,1881;4,42E-06
2026-01-04 06:45:00;0,05;11,13;80,849;128,3881;0,001261504
2026-01-04 07:00:00;0,05;11,37;77,309;124,8481;0,009534134
2026-01-04 07:15:00;0,05;10,84;78,359;125,8981;0,026834255
2026-01-04 07:30:00;0,05;10,82;79,599;127,1381;0,047544606
2026-01-04 07:45:00;0,42;12,02;80,339;127,8781;0,06628653
2026-01-04 08:00:00;2,3;6,11;84,769;132,3081;0,0603935
2026-01-04 08:15:00;4,96;5,65;86,749;134,2881;0,07438897
2026-01-04 08:30:00;9,01;1,32;86,739;134,2781;0,08781652
2026-01-04 08:45:00;14,69;-3,92;81,939;129,4781;0,09999888
2026-01-04 09:00:00;21,06;-1,02;94,689;142,2281;0,092576146
2026-01-04 09:15:00;27,03;-6,77;87,939;135,4781;0,10567692
2026-01-04 09:30:00;33,79;-14,97;81,669;129,2081;0,11679881
2026-01-04 09:45:00;39,77;-18,48;77,719;125,2581;0,124284446
2026-01-04 10:00:00;45,04;-24,19;84,599;132,1381;0,15267774
2026-01-04 10:15:00;49,01;-27,94;80,739;128,2781;0,14911637
2026-01-04 10:30:00;53,27;-34,61;80,709;128,2481;0,14248207
2026-01-04 10:45:00;56,63;-41,23;80,459;127,9981;0,13409698
2026-01-04 11:00:00;22,57;-2,13;82,049;129,5881;0,1320025
2026-01-04 11:15:00;22,38;-3,38;80,449;127,9881;0,12080554
2026-01-04 11:30:00;11,58;7,55;80,689;128,2281;0,10976635
2026-01-04 11:45:00;26,44;-6,91;77,979;125,5181;0,09535554
2026-01-04 12:00:00;46,95;-28,93;76,949;124,4881;0,06643699
2026-01-04 12:15:00;43,46;-27,63;76,019;123,5581;0,0589942
2026-01-04 12:30:00;19,77;-3,87;76,939;124,4781;0,052594278
2026-01-04 12:45:00;37,28;-20,25;80,199;127,7381;0,04658887
2026-01-04 13:00:00;21,06;-1,82;74,249;121,7881;0,03457355
2026-01-04 13:15:00;9,52;8,75;80,259;127,7981;0,029225416
2026-01-04 13:30:00;10,92;4,07;81,989;129,5281;0,023116812
2026-01-04 13:45:00;24,96;-8,86;90,789;138,3281;0,016390461
2026-01-04 14:00:00;19,45;-5,24;74,079;121,6181;0,009636567
2026-01-04 14:15:00;18,61;0,22;81,369;128,9081;0,004280954
2026-01-04 14:30:00;15,05;2,31;85,069;132,6081;0,001059868
2026-01-04 14:45:00;10,5;7,55;93,279;140,8181;3,32E-05
2026-01-04 15:00:00;4,78;10,98;75,689;123,2281;0
2026-01-04 15:15:00;4,71;10,02;88,329;135,8681;0
2026-01-04 15:30:00;2,17;14,55;93,209;140,7481;0
2026-01-04 15:45:00;0,33;17,45;102,589;150,1281;0
2026-01-04 16:00:00;0,05;20,2;104,739;152,2781;0
2026-01-04 16:15:00;0,06;18,3;109,769;157,3081;0
2026-01-04 16:30:00;0,05;21,73;108,249;155,7881;0
2026-01-04 16:45:00;0,06;21,03;113,939;161,4781;0
2026-01-04 17:00:00;0,05;17,52;111,749;159,2881;0
2026-01-04 17:15:00;0,05;19,97;111,679;159,2181;0
2026-01-04 17:30:00;0,05;16,59;110,239;157,7781;0
2026-01-04 17:45:00;0,05;13,3;114,049;161,5881;0
2026-01-04 18:00:00;0,06;14,15;114,249;161,7881;0
2026-01-04 18:15:00;0,05;12,94;111,669;159,2081;0
2026-01-04 18:30:00;0,05;12,44;110,129;157,6681;0
2026-01-04 18:45:00;0,05;13,34;105,809;153,3481;0
2026-01-04 19:00:00;0,05;13,38;112,049;159,5881;0
2026-01-04 19:15:00;0,05;14,76;106,079;153,6181;0
2026-01-04 19:30:00;0,05;15,37;100,749;148,2881;0
2026-01-04 19:45:00;0,05;11,43;93,919;141,4581;0
2026-01-04 20:00:00;0,05;11,64;97,619;145,1581;0
2026-01-04 20:15:00;0,05;10,73;92,459;139,9981;0
2026-01-04 20:30:00;0,05;11,59;88,309;135,8481;0
2026-01-04 20:45:00;0,05;11,88;83,389;130,9281;0
2026-01-04 21:00:00;0,05;10,34;88,649;136,1881;0
2026-01-04 21:15:00;0,05;11,02;87,179;134,7181;0
2026-01-04 21:30:00;0,05;11,02;88,579;136,1181;0
2026-01-04 21:45:00;0,05;11,49;81,429;128,9681;0
2026-01-04 22:00:00;0,05;10,22;88,359;135,8981;0
2026-01-04 22:15:00;0,05;11,2;80,479;128,0181;0
2026-01-04 22:30:00;0,06;10,07;77,079;124,6181;0
2026-01-04 22:45:00;0,05;19,58;73,919;121,4581;0
2026-01-04 23:00:00;0,04;20,52;98,569;146,1081;0
2026-01-04 23:15:00;0,05;18,77;82,229;129,7681;0
2026-01-04 23:30:00;0,04;18,32;78,689;126,2281;0
2026-01-04 23:45:00;0,05;18,57;73,329;120,8681;0
2026-01-05 00:00:00;0,05;16,39;83,709;131,2481;0
2026-01-05 00:15:00;0,05;17,7;80,749;128,2881;0
2026-01-05 00:30:00;0,06;15,67;77,489;125,0281;0
2026-01-05 00:45:00;0,05;18,21;76,439;123,9781;0
2026-01-05 01:00:00;0,05;21,16;77,959;125,4981;0
2026-01-05 01:15:00;0,04;18,07;77,359;124,8981;0
2026-01-05 01:30:00;0,05;18,83;77,679;125,2181;0
2026-01-05 01:45:00;0,05;18,07;76,029;123,5681;0
2026-01-05 02:00:00;0,05;17,3;77,109;124,6481;0
2026-01-05 02:15:00;0,05;17,34;76,719;124,2581;0
2026-01-05 02:30:00;0,04;15,24;76,489;124,0281;0
2026-01-05 02:45:00;0,05;10,99;77,929;125,4681;0
2026-01-05 03:00:00;0,04;12,84;76,999;124,5381;0
2026-01-05 03:15:00;0,05;8,49;77,479;125,0181;0
2026-01-05 03:30:00;0,05;7,26;77,759;125,2981;0
2026-01-05 03:45:00;0,05;8,47;80,739;128,2781;0
2026-01-05 04:00:00;0,04;14,74;78,209;125,7481;0
2026-01-05 04:15:00;0,05;13,87;79,099;126,6381;0
2026-01-05 04:30:00;0,05;19,85;79,859;127,3981;0
2026-01-05 04:45:00;0,05;19,9;89,259;136,7981;0
2026-01-05 05:00:00;0,05;19,55;78,129;125,6681;0
2026-01-05 05:15:00;0,05;18,95;95,649;143,1881;0
2026-01-05 05:30:00;0,04;20,38;109,459;156,9981;0
2026-01-05 05:45:00;0,05;15,05;115,849;163,3881;0
2026-01-05 06:00:00;0,04;14,43;105,209;152,7481;0
2026-01-05 06:15:00;0,04;13,54;111,669;159,2081;0
2026-01-05 06:30:00;0,04;10,25;123,709;171,2481;6,46E-06
2026-01-05 06:45:00;0,05;7,69;139,659;187,1981;0,001576285
