datetime_utc;pv_production_kw;grid_net_kw;injection_price_eur_per_mwh;offtake_price_eur_per_mwh;most_recent_load_factor_forecast
2026-01-28 18:30:00;0,06;16,75;151,949;199,4881;0
2026-01-28 18:45:00;0,06;18,38;137,919;185,4581;0
2026-01-28 19:00:00;0,05;17,78;136,009;183,5481;0
2026-01-28 19:15:00;0,06;16,52;127,869;175,4081;0
2026-01-28 19:30:00;0,05;14,77;124,789;172,3281;0
2026-01-28 19:45:00;0,06;14,21;111,699;159,2381;0
2026-01-28 20:00:00;0,06;13,92;122,749;170,2881;0
2026-01-28 20:15:00;0,05;12,75;111,799;159,3381;0
2026-01-28 20:30:00;0,06;15,93;103,849;151,3881;0
2026-01-28 20:45:00;0,06;15,98;100,659;148,1981;0
2026-01-28 21:00:00;0,05;11,9;114,499;162,0381;0
2026-01-28 21:15:00;0,06;15,46;106,469;154,0081;0
2026-01-28 21:30:00;0,06;12,65;109,299;156,8381;0
2026-01-28 21:45:00;0,06;14,32;104,969;152,5081;0
2026-01-28 22:00:00;0,05;13,77;109,979;157,5181;0
2026-01-28 22:15:00;0,05;13,41;101,949;149,4881;0
2026-01-28 22:30:00;0,05;11,08;100,869;148,4081;0
2026-01-28 22:45:00;0,05;23,93;94,759;142,2981;0
2026-01-28 23:00:00;0,04;21,73;108,519;156,0581;0
2026-01-28 23:15:00;0,05;22,21;97,209;144,7481;0
2026-01-28 23:30:00;0,05;20,36;94,569;142,1081;0
2026-01-28 23:45:00;0,05;20,61;92,659;140,1981;0
2026-01-29 00:00:00;0,05;19,91;96,549;144,0881;0
2026-01-29 00:15:00;0,06;19,5;94,779;142,3181;0
2026-01-29 00:30:00;0,04;19,61;95,739;143,2781;0
2026-01-29 00:45:00;0,05;19,93;93,179;140,7181;0
2026-01-29 01:00:00;0,06;24,88;95,249;142,7881;0
2026-01-29 01:15:00;0,06;23,35;94,829;142,3681;0
2026-01-29 01:30:00;0,05;25,48;92,699;140,2381;0
2026-01-29 01:45:00;0,05;22,1;90,979;138,5181;0
2026-01-29 02:00:00;0,06;21,7;90,779;138,3181;0
2026-01-29 02:15:00;0,05;23,24;90,749;138,2881;0
2026-01-29 02:30:00;0,05;22,03;89,229;136,7681;0
2026-01-29 02:45:00;0,05;18,26;87,339;134,8781;0
2026-01-29 03:00:00;0,05;14,17;89,099;136,6381;0
2026-01-29 03:15:00;0,05;15,57;88,299;135,8381;0
2026-01-29 03:30:00;0,05;14,75;88,969;136,5081;0
2026-01-29 03:45:00;0,05;14,65;92,469;140,0081;0
2026-01-29 04:00:00;0,06;25,03;91,529;139,0681;0
2026-01-29 04:15:00;0,05;23,65;92,099;139,6381;0
2026-01-29 04:30:00;0,05;23,51;98,269;145,8081;0
2026-01-29 04:45:00;0,06;24,27;97,599;145,1381;0
2026-01-29 05:00:00;0,06;24,33;94,649;142,1881;0
2026-01-29 05:15:00;0,06;22,71;103,289;150,8281;0
2026-01-29 05:30:00;0,05;18,81;114,659;162,1981;0
2026-01-29 05:45:00;0,05;19,67;130,689;178,2281;0
2026-01-29 06:00:00;0,06;17,46;123,219;170,7581;0
2026-01-29 06:15:00;0,05;13,96;140,249;187,7881;5,79E-05
2026-01-29 06:30:00;0,05;13,72;151,469;199,0081;0,00108622
2026-01-29 06:45:00;0,05;11,28;155,029;202,5681;0,003604893
2026-01-29 07:00:00;0,05;12,22;154,329;201,8681;0,006826065
2026-01-29 07:15:00;0,05;10,58;156,369;203,9081;0,010662602
2026-01-29 07:30:00;0,15;12,53;157,999;205,5381;0,015039275
2026-01-29 07:45:00;0,76;11,67;154,889;202,4281;0,019958122
2026-01-29 08:00:00;1,05;6,72;163,819;211,3581;0,029145088
2026-01-29 08:15:00;1,83;10,31;156,959;204,4981;0,034038175
2026-01-29 08:30:00;2,98;15,79;158,259;205,7981;0,039045345
2026-01-29 08:45:00;3,77;15,68;149,699;197,2381;0,043907747
2026-01-29 09:00:00;4,83;20,93;163,489;211,0281;0,068593025
2026-01-29 09:15:00;6,16;22,87;154,469;202,0081;0,071687624
2026-01-29 09:30:00;6,73;17,95;148,789;196,3281;0,07425611
2026-01-29 09:45:00;9,43;13,79;140,379;187,9181;0,075865716
2026-01-29 10:00:00;13,61;11,44;149,759;197,2981;0,08716171
2026-01-29 10:15:00;11,27;15,21;144,079;191,6181;0,08601556
2026-01-29 10:30:00;7,99;18,29;141,399;188,9381;0,08436778
2026-01-29 10:45:00;8,53;18,04;132,329;179,8681;0,08231699
2026-01-29 11:00:00;8,17;17,58;139,679;187,2181;0,07080109
2026-01-29 11:15:00;6,97;19,65;134,659;182,1981;0,0684424
2026-01-29 11:30:00;5,55;18,42;132,319;179,8581;0,066196255
2026-01-29 11:45:00;5,15;17,31;127,999;175,5381;0,061735597
2026-01-29 12:00:00;5,56;18,57;140,319;187,8581;0,054910205
2026-01-29 12:15:00;5,8;15,85;131,889;179,4281;0,050479215
2026-01-29 12:30:00;5,9;16,32;130,989;178,5281;0,045922242
2026-01-29 12:45:00;6,19;16,55;124,529;172,0681;0,041162957
2026-01-29 13:00:00;6,71;15,03;131,519;179,0581;0,037509523
2026-01-29 13:15:00;6,7;15,2;130,969;178,5081;0,032013737
2026-01-29 13:30:00;5,87;16,99;129,899;177,4381;0,026452744
2026-01-29 13:45:00;6,05;12,66;131,889;179,4281;0,020988066
2026-01-29 14:00:00;5,8;14,1;129,929;177,4681;0,015014707
2026-01-29 14:15:00;5,69;14,11;129,549;177,0881;0,011091887
2026-01-29 14:30:00;4,82;14,76;130,749;178,2881;0,007658964
2026-01-29 14:45:00;3,59;17,06;136,849;184,3881;0,004642489
2026-01-29 15:00:00;2,54;19,39;129,609;177,1481;0,002014752
2026-01-29 15:15:00;2;18,88;135,159;182,6981;0,000436086
2026-01-29 15:30:00;1,36;19,99;136,829;184,3681;0
2026-01-29 15:45:00;0,7;15,75;145,299;192,8381;0
2026-01-29 16:00:00;0,29;16,19;137,319;184,8581;0
2026-01-29 16:15:00;0,05;21,97;140,089;187,6281;0
2026-01-29 16:30:00;0,05;22,39;144,509;192,0481;0
2026-01-29 16:45:00;0,05;23,62;148,049;195,5881;0
2026-01-29 17:00:00;0,05;22,74;142,269;189,8081;0
2026-01-29 17:15:00;0,05;19,44;144,469;192,0081;0
2026-01-29 17:30:00;0,06;24,06;143,859;191,3981;0
2026-01-29 17:45:00;0,05;25,96;144,939;192,4781;0
2026-01-29 18:00:00;0,06;21,66;141,289;188,8281;0
2026-01-29 18:15:00;0,05;19,97;139,459;186,9981;0
2026-01-29 18:30:00;0,05;16,82;139,819;187,3581;0
2026-01-29 18:45:00;0,06;18,46;130,419;177,9581;0
2026-01-29 19:00:00;0,05;20,83;130,949;178,4881;0
2026-01-29 19:15:00;0,05;17,7;119,539;167,0781;0
2026-01-29 19:30:00;0,05;17,82;110,359;157,8981;0
2026-01-29 19:45:00;0,05;18,98;102,719;150,2581;0
2026-01-29 20:00:00;0,06;15,21;112,199;159,7381;0
2026-01-29 20:15:00;0,05;15,79;104,979;152,5181;0
2026-01-29 20:30:00;0,06;17,66;99,889;147,4281;0
2026-01-29 20:45:00;0,05;15,72;95,469;143,0081;0
2026-01-29 21:00:00;0,05;14,51;103,939;151,4781;0
2026-01-29 21:15:00;0,05;14,86;99,599;147,1381;0
2026-01-29 21:30:00;0,05;14,32;99,839;147,3781;0
2026-01-29 21:45:00;0,05;15,95;96,229;143,7681;0
2026-01-29 22:00:00;0,05;14,65;101,589;149,1281;0
2026-01-29 22:15:00;0,05;14,4;91,419;138,9581;0
2026-01-29 22:30:00;0,05;13,89;93,869;141,4081;0
2026-01-29 22:45:00;0,05;21,63;84,639;132,1781;0
2026-01-29 23:00:00;0,04;21,38;115,829;163,3681;0
2026-01-29 23:15:00;0,05;21,47;104,749;152,2881;0
2026-01-29 23:30:00;0,05;21,06;94,959;142,4981;0
2026-01-29 23:45:00;0,05;18,92;91,719;139,2581;0
2026-01-30 00:00:00;0,06;21,37;96,969;144,5081;0
2026-01-30 00:15:00;0,05;19,83;95,399;142,9381;0
2026-01-30 00:30:00;0,05;19,52;93,219;140,7581;0
2026-01-30 00:45:00;0,05;22,82;90,659;138,1981;0
2026-01-30 01:00:00;0,05;21,63;95,009;142,5481;0
2026-01-30 01:15:00;0,05;25,37;92,619;140,1581;0
2026-01-30 01:30:00;0,05;25;89,869;137,4081;0
2026-01-30 01:45:00;0,05;22,84;86,059;133,5981;0
2026-01-30 02:00:00;0,05;21,56;88,079;135,6181;0
2026-01-30 02:15:00;0,06;24,35;87,029;134,5681;0
2026-01-30 02:30:00;0,05;23,49;86,259;133,7981;0
2026-01-30 02:45:00;0,05;17,2;85,209;132,7481;0
2026-01-30 03:00:00;0,05;16,73;86,839;134,3781;0
2026-01-30 03:15:00;0,04;13,37;83,809;131,3481;0
2026-01-30 03:30:00;0,05;16,43;86,569;134,1081;0
2026-01-30 03:45:00;0,05;16,89;84,979;132,5181;0
2026-01-30 04:00:00;0,06;22,69;84,939;132,4781;0
2026-01-30 04:15:00;0,06;21,37;84,209;131,7481;0
2026-01-30 04:30:00;0,06;22,11;84,369;131,9081;0
2026-01-30 04:45:00;0,05;24,91;89,179;136,7181;0
2026-01-30 05:00:00;0,06;23,55;90,159;137,6981;0
2026-01-30 05:15:00;0,05;25,3;95,289;142,8281;0
2026-01-30 05:30:00;0,05;19,26;105,109;152,6481;0
2026-01-30 05:45:00;0,05;19,95;110,689;158,2281;0
2026-01-30 06:00:00;0,06;16,98;112,419;159,9581;0
2026-01-30 06:15:00;0,05;13,2;123,149;170,6881;0,000137626
2026-01-30 06:30:00;0,05;12,89;125,069;172,6081;0,00156481
2026-01-30 06:45:00;0,05;13,92;128,889;176,4281;0,004760479
2026-01-30 07:00:00;0,06;12,95;131,939;179,4781;0,008505548
2026-01-30 07:15:00;0,25;14,21;135,719;183,2581;0,013224885
2026-01-30 07:30:00;1,01;14,62;131,529;179,0681;0,01868667
2026-01-30 07:45:00;1,51;13,26;124,329;171,8681;0,024473185
2026-01-30 08:00:00;2,55;11,93;142,739;190,2781;0,025010938
2026-01-30 08:15:00;4,83;8,17;136,209;183,7481;0,031117588
2026-01-30 08:30:00;4,98;15,22;135,259;182,7981;0,03684987
2026-01-30 08:45:00;6,38;15,23;125,809;173,3481;0,042277142
2026-01-30 09:00:00;10,63;20,76;137,209;184,7481;0,039754644
2026-01-30 09:15:00;12,53;17,03;127,779;175,3181;0,045274153
2026-01-30 09:30:00;20,63;6,15;120,479;168,0181;0,050039645
2026-01-30 09:45:00;18,39;9,04;114,899;162,4381;0,053977683
2026-01-30 10:00:00;15,63;13,41;124,819;172,3581;0,048291903
2026-01-30 10:15:00;14,1;12,42;116,029;163,5681;0,05125253
2026-01-30 10:30:00;17,55;8,68;116,879;164,4181;0,0531339
2026-01-30 10:45:00;15,61;11,66;107,739;155,2781;0,054104596
2026-01-30 11:00:00;16,23;6,98;118,109;165,6481;0,044258147
2026-01-30 11:15:00;12,83;9,76;108,899;156,4381;0,04554847
2026-01-30 11:30:00;19,82;3,36;106,489;154,0281;0,04655359
2026-01-30 11:45:00;27,61;-3,26;103,899;151,4381;0,04702028
2026-01-30 12:00:00;51,75;-28,98;105,479;153,0181;0,04412953
2026-01-30 12:15:00;56,31;-33,7;101,759;149,2981;0,04403186
2026-01-30 12:30:00;21,01;0,95;97,139;144,6781;0,042943344
2026-01-30 12:45:00;23,3;1,56;96,239;143,7781;0,04084384
2026-01-30 13:00:00;19,61;5,57;100,689;148,2281;0,034280702
2026-01-30 13:15:00;16,33;5,98;98,729;146,2681;0,03181448
2026-01-30 13:30:00;5,95;15,64;100,009;147,5481;0,028383253
2026-01-30 13:45:00;3,74;16,7;98,849;146,3881;0,023909248
2026-01-30 14:00:00;3,68;20,12;99,389;146,9281;0,017493002
2026-01-30 14:15:00;3,28;18,21;100,049;147,5881;0,013367696
2026-01-30 14:30:00;2,2;17,63;101,979;149,5181;0,009460772
2026-01-30 14:45:00;6,11;12,81;106,969;154,5081;0,00592227
2026-01-30 15:00:00;10,09;11,03;101,099;148,6381;0,002601385
2026-01-30 15:15:00;4,34;14,24;103,909;151,4481;0,000639933
2026-01-30 15:30:00;1,97;17,32;107,959;155,4981;0
2026-01-30 15:45:00;0,38;14,24;109,779;157,3181;0
2026-01-30 16:00:00;0,15;14,23;109,389;156,9281;0
2026-01-30 16:15:00;0,04;21,94;114,749;162,2881;0
2026-01-30 16:30:00;0,06;22,4;120,349;167,8881;0
2026-01-30 16:45:00;0,06;21,28;117,749;165,2881;0
2026-01-30 17:00:00;0,05;20,21;120,179;167,7181;0
2026-01-30 17:15:00;0,06;21,75;116,979;164,5181;0
2026-01-30 17:30:00;0,05;22,75;115,929;163,4681;0
2026-01-30 17:45:00;0,05;26,03;107,629;155,1681;0
2026-01-30 18:00:00;0,04;22,78;108,339;155,8781;0
2026-01-30 18:15:00;0,05;16,48;107,319;154,8581;0
2026-01-30 18:30:00;0,06;15,2;109,019;156,5581;0
2026-01-30 18:45:00;0,05;16,05;104,099;151,6381;0
2026-01-30 19:00:00;0,05;14,94;111,189;158,7281;0
2026-01-30 19:15:00;0,06;16,85;102,459;149,9981;0
2026-01-30 19:30:00;0,06;15,32;104,029;151,5681;0
2026-01-30 19:45:00;0,05;16,61;96,809;144,3481;0
2026-01-30 20:00:00;0,05;13,37;103,009;150,5481;0
2026-01-30 20:15:00;0,05;16,01;98,089;145,6281;0
2026-01-30 20:30:00;0,06;16,76;90,409;137,9481;0
2026-01-30 20:45:00;0,05;16,07;86,959;134,4981;0
2026-01-30 21:00:00;0,06;14,88;98,329;145,8681;0
2026-01-30 21:15:00;0,06;14,83;95,059;142,5981;0
2026-01-30 21:30:00;0,06;15,45;96,209;143,7481;0
2026-01-30 21:45:00;0,06;12,98;90,029;137,5681;0
2026-01-30 22:00:00;0,05;15,92;95,089;142,6281;0
2026-01-30 22:15:00;0,05;13,72;90,889;138,4281;0
2026-01-30 22:30:00;0,05;12,99;87,219;134,7581;0
2026-01-30 22:45:00;0,05;21,45;83,199;130,7381;0
2026-01-30 23:00:00;0,05;23,6;99,389;146,9281;0
2026-01-30 23:15:00;0,05;20,34;87,509;135,0481;0
2026-01-30 23:30:00;0,05;23,39;83,269;130,8081;0
2026-01-30 23:45:00;0,05;21,9;81,309;128,8481;0
2026-01-31 00:00:00;0,05;20,94;90,449;137,9881;0
2026-01-31 00:15:00;0,05;21,72;86,609;134,1481;0
2026-01-31 00:30:00;0,05;27,82;90,569;138,1081;0
2026-01-31 00:45:00;0,05;27,64;86,459;133,9981;0
2026-01-31 01:00:00;0,05;27,19;98,109;145,6481;0
2026-01-31 01:15:00;0,05;26,65;83,279;130,8181;0
2026-01-31 01:30:00;0,05;25,45;90,259;137,7981;0
2026-01-31 01:45:00;0,04;25,82;88,029;135,5681;0
2026-01-31 02:00:00;0,05;24,76;94,779;142,3181;0
2026-01-31 02:15:00;0,05;25,53;85,749;133,2881;0
2026-01-31 02:30:00;0,05;26,5;84,939;132,4781;0
2026-01-31 02:45:00;0,05;19,24;85,499;133,0381;0
2026-01-31 03:00:00;0,05;14,69;83,969;131,5081;0
2026-01-31 03:15:00;0,05;15,86;84,439;131,9781;0
2026-01-31 03:30:00;0,05;16,89;84,569;132,1081;0
2026-01-31 03:45:00;0,05;16,14;84,969;132,5081;0
2026-01-31 04:00:00;0,05;14,24;90,749;138,2881;0
2026-01-31 04:15:00;0,05;16,97;98,269;145,8081;0
2026-01-31 04:30:00;0,06;16,84;85,229;132,7681;0
2026-01-31 04:45:00;0,05;16,69;90,749;138,2881;0
2026-01-31 05:00:00;0,06;22,17;87,969;135,5081;0
2026-01-31 05:15:00;0,05;23,56;94,009;141,5481;0
2026-01-31 05:30:00;0,06;22,26;90,059;137,5981;0
2026-01-31 05:45:00;0,06;21,78;99,379;146,9181;0
2026-01-31 06:00:00;0,06;19,1;97,049;144,5881;0
2026-01-31 06:15:00;0,06;20,21;99,969;147,5081;0,000535204
2026-01-31 06:30:00;0,05;15,35;103,779;151,3181;0,004549407
2026-01-31 06:45:00;0,05;13,26;110,179;157,7181;0,01383634
2026-01-31 07:00:00;0,05;15,15;94,499;142,0381;0,02721781
2026-01-31 07:15:00;0,06;15,01;97,709;145,2481;0,04304144
2026-01-31 07:30:00;0,18;16,07;99,929;147,4681;0,05914594
2026-01-31 07:45:00;0,82;14,35;100,999;148,5381;0,075009614
2026-01-31 08:00:00;1,34;10,38;118,619;166,1581;0,12339162
2026-01-31 08:15:00;1,85;11,22;111,869;159,4081;0,13667049
2026-01-31 08:30:00;3,4;8,95;104,889;152,4281;0,14884375
2026-01-31 08:45:00;5,7;6,4;103,019;150,5581;0,1585207
2026-01-31 09:00:00;10,38;16,79;113,099;160,6381;0,21439938
2026-01-31 09:15:00;16,17;13,03;107,579;155,1181;0,21937095
2026-01-31 09:30:00;16,2;9,03;106,299;153,8381;0,2213691
2026-01-31 09:45:00;14,09;13,28;100,229;147,7681;0,21746814
2026-01-31 10:00:00;19,71;5,73;111,579;159,1181;0,2179304
2026-01-31 10:15:00;23,49;3,17;104,889;152,4281;0,20884399
2026-01-31 10:30:00;48,91;-24,69;105,219;152,7581;0,19894792
2026-01-31 10:45:00;50,73;-25,37;100,559;148,0981;0,18881822
2026-01-31 11:00:00;70,88;-44,39;108,299;155,8381;0,1781427
2026-01-31 11:15:00;70,23;-44,32;101,639;149,1781;0,16657563
2026-01-31 11:30:00;56,91;-34,86;102,669;150,2081;0,15523398
2026-01-31 11:45:00;40,12;-17,43;101,019;148,5581;0,13946994
2026-01-31 12:00:00;51,53;-27,91;101,219;148,7581;0,12096637
2026-01-31 12:15:00;48,17;-24,09;99,289;146,8281;0,10623363
2026-01-31 12:30:00;46,61;-24,41;98,349;145,8881;0,09263812
2026-01-31 12:45:00;51,89;-29,27;97,989;145,5281;0,08044921
2026-01-31 13:00:00;22,84;-0,59;100,479;148,0181;0,064541936
2026-01-31 13:15:00;18,47;3,27;100,279;147,8181;0,056743216
2026-01-31 13:30:00;20,04;1,45;103,759;151,2981;0,048960138
2026-01-31 13:45:00;25,92;-4,03;103,949;151,4881;0,040632255
2026-01-31 14:00:00;14,56;4,47;100,069;147,6081;0,030369613
2026-01-31 14:15:00;13,69;5,75;104,659;152,1981;0,02285074
2026-01-31 14:30:00;13,93;4,47;106,599;154,1381;0,01566212
2026-01-31 14:45:00;19,33;1,07;111,189;158,7281;0,008919873
2026-01-31 15:00:00;24,39;-4,44;95,989;143,5281;0,00343726
2026-01-31 15:15:00;16,83;2,66;110,589;158,1281;0,000793286
2026-01-31 15:30:00;9,6;9,5;115,709;163,2481;1,28E-06
2026-01-31 15:45:00;4,82;10,64;121,109;168,6481;0
2026-01-31 16:00:00;1,96;13,91;118,409;165,9481;0
2026-01-31 16:15:00;0,73;20,8;122,229;169,7681;0
2026-01-31 16:30:00;0,13;20,15;130,749;178,2881;0
2026-01-31 16:45:00;0,06;21,25;135,629;183,1681;0
2026-01-31 17:00:00;0,06;19,89;134,349;181,8881;0
2026-01-31 17:15:00;0,06;20,8;134,959;182,4981;0
2026-01-31 17:30:00;0,06;21,57;133,729;181,2681;0
2026-01-31 17:45:00;0,06;24,23;128,299;175,8381;0
2026-01-31 18:00:00;0,05;19,01;137,229;184,7681;0
2026-01-31 18:15:00;0,05;21,61;129,399;176,9381;0
2026-01-31 18:30:00;0,05;18,36;124,149;171,6881;0
2026-01-31 18:45:00;0,05;17,88;118,799;166,3381;0
2026-01-31 19:00:00;0,07;18,63;125,019;172,5581;0
2026-01-31 19:15:00;0,05;19,75;119,799;167,3381;0
2026-01-31 19:30:00;0,06;16,31;115,819;163,3581;0
2026-01-31 19:45:00;0,04;15,94;105,089;152,6281;0
2026-01-31 20:00:00;0,05;13,38;115,159;162,6981;0
2026-01-31 20:15:00;0,05;15,03;108,889;156,4281;0
2026-01-31 20:30:00;0,05;14,36;105,579;153,1181;0
2026-01-31 20:45:00;0,06;17,07;98,889;146,4281;0
2026-01-31 21:00:00;0,05;13,33;113,769;161,3081;0
2026-01-31 21:15:00;0,05;12,82;106,379;153,9181;0
2026-01-31 21:30:00;0,05;12,29;108,749;156,2881;0
2026-01-31 21:45:00;0,06;14,5;97,579;145,1181;0
2026-01-31 22:00:00;0,04;12,23;102,649;150,1881;0
2026-01-31 22:15:00;0,05;11,25;102,679;150,2181;0
2026-01-31 22:30:00;0,06;12,49;104,419;151,9581;0
2026-01-31 22:45:00;0,05;27,41;91,289;138,8281;0
2026-01-31 23:00:00;0,05;24,51;128,869;176,4081;0
2026-01-31 23:15:00;0,05;24,63;110,839;158,3781;0
2026-01-31 23:30:00;0,05;26,04;91,249;138,7881;0
2026-01-31 23:45:00;0,05;23,55;90,679;138,2181;0
2026-02-01 00:00:00;0,06;21,01;129,649;177,1881;0
2026-02-01 00:15:00;0,05;20,98;104,699;152,2381;0
2026-02-01 00:30:00;0,05;22,77;100,049;147,5881;0
2026-02-01 00:45:00;0,05;21,96;89,249;136,7881;0
2026-02-01 01:00:00;0,06;22,98;100,069;147,6081;0
2026-02-01 01:15:00;0,05;25,47;90,799;138,3381;0
2026-02-01 01:30:00;0,05;26,09;91,109;138,6481;0
2026-02-01 01:45:00;0,06;22,73;89,459;136,9981;0
2026-02-01 02:00:00;0,05;21,42;85,189;132,7281;0
2026-02-01 02:15:00;0,05;23,74;88,669;136,2081;0
2026-02-01 02:30:00;0,06;21,03;87,069;134,6081;0
2026-02-01 02:45:00;0,05;20,01;89,489;137,0281;0
2026-02-01 03:00:00;0,05;13,09;89,599;137,1381;0
2026-02-01 03:15:00;0,06;13,82;89,439;136,9781;0
2026-02-01 03:30:00;0,05;13,61;88,749;136,2881;0
2026-02-01 03:45:00;0,05;15,55;88,459;135,9981;0
2026-02-01 04:00:00;0,06;23,57;88,459;135,9981;0
2026-02-01 04:15:00;0,06;22,28;86,159;133,6981;0
2026-02-01 04:30:00;0,06;22,03;90,639;138,1781;0
2026-02-01 04:45:00;0,06;24,13;90,629;138,1681;0
2026-02-01 05:00:00;0,06;24,72;85,219;132,7581;0
2026-02-01 05:15:00;0,06;24,26;87,429;134,9681;0
2026-02-01 05:30:00;0,06;26,8;86,469;134,0081;0
2026-02-01 05:45:00;0,06;26,58;88,809;136,3481;0
2026-02-01 06:00:00;0,06;23,14;88,369;135,9081;0
2026-02-01 06:15:00;0,06;18,55;87,969;135,5081;0,000352014
2026-02-01 06:30:00;0,05;18,64;93,069;140,6081;0,002886669
2026-02-01 06:45:00;0,06;19,22;95,099;142,6381;0,009042539
2026-02-01 07:00:00;0,05;19,25;94,629;142,1681;0,016315995
2026-02-01 07:15:00;0,05;20,17;96,549;144,0881;0,025991665
2026-02-01 07:30:00;0,48;18,48;99,139;146,6781;0,036304295
2026-02-01 07:45:00;0,98;17,34;97,659;145,1981;0,04674732
2026-02-01 08:00:00;1,32;16,35;102,449;149,9881;0,0535098
2026-02-01 08:15:00;2,16;14,22;101,329;148,8681;0,06411724
2026-02-01 08:30:00;4,27;12,14;100,469;148,0081;0,07419958
2026-02-01 08:45:00;9,24;10,08;100,699;148,2381;0,08314155
2026-02-01 09:00:00;11,75;19,24;106,179;153,7181;0,12036002
2026-02-01 09:15:00;10,51;17,73;101,409;148,9481;0,12669627
2026-02-01 09:30:00;9,3;16,3;100,609;148,1481;0,13258496
2026-02-01 09:45:00;7,87;16,69;98,199;145,7381;0,13741507
2026-02-01 10:00:00;12,98;12,4;100,499;148,0381;0,18126297
2026-02-01 10:15:00;19,91;7,11;99,799;147,3381;0,1828827
2026-02-01 10:30:00;20,21;8,27;99,259;146,7981;0,18399824
2026-02-01 10:45:00;17,95;14,14;98,669;146,2081;0,18516827
2026-02-01 11:00:00;26,35;1,1;101,439;148,9781;0,22642466
2026-02-01 11:15:00;19,9;7,16;97,039;144,5781;0,22186998
2026-02-01 11:30:00;20,75;4,41;98,729;146,2681;0,21793245
2026-02-01 11:45:00;20,18;3,37;95,859;143,3981;0,20651014
2026-02-01 12:00:00;14,72;9,2;93,559;141,0981;0,21671225
2026-02-01 12:15:00;24,03;0,25;90,559;138,0981;0,20468393
2026-02-01 12:30:00;27,74;-3,28;90,359;137,8981;0,19015129
2026-02-01 12:45:00;27,47;-3,61;89,659;137,1981;0,17340346
2026-02-01 13:00:00;24,08;-2,73;90,999;138,5381;0,14528517
2026-02-01 13:15:00;20,27;0,91;91,639;139,1781;0,12971461
2026-02-01 13:30:00;13,76;7,86;93,939;141,4781;0,11165929
2026-02-01 13:45:00;11,15;11,24;95,339;142,8781;0,09160469
2026-02-01 14:00:00;11,41;10,46;94,559;142,0981;0,07510431
2026-02-01 14:15:00;12,55;11,9;98,949;146,4881;0,05475091
2026-02-01 14:30:00;13,92;7,25;103,329;150,8681;0,036373917
2026-02-01 14:45:00;9,62;13,8;105,529;153,0681;0,020261936
2026-02-01 15:00:00;8,44;12,91;97,519;145,0581;0,009025452
2026-02-01 15:15:00;5,24;16,95;103,099;150,6381;0,001971228
2026-02-01 15:30:00;6,16;16,03;106,549;154,0881;2,57E-05
2026-02-01 15:45:00;3,67;12,8;116,549;164,0881;0
2026-02-01 16:00:00;2,61;12,03;114,769;162,3081;0
2026-02-01 16:15:00;0,31;22,52;117,299;164,8381;0
2026-02-01 16:30:00;0,06;21,13;123,269;170,8081;0
2026-02-01 16:45:00;0,05;23,89;127,329;174,8681;0
2026-02-01 17:00:00;0,06;23,08;125,949;173,4881;0
2026-02-01 17:15:00;0,05;23,3;126,679;174,2181;0
2026-02-01 17:30:00;0,05;22,75;137,729;185,2681;0
2026-02-01 17:45:00;0,05;26,71;133,779;181,3181;0
2026-02-01 18:00:00;0,06;22,69;135,579;183,1181;0
2026-02-01 18:15:00;0,05;21,51;129,569;177,1081;0
2026-02-01 18:30:00;0,06;20,28;129,989;177,5281;0
2026-02-01 18:45:00;0,06;19,07;125,579;173,1181;0
2026-02-01 19:00:00;0,05;19,3;129,549;177,0881;0
2026-02-01 19:15:00;0,05;18,81;130,039;177,5781;0
2026-02-01 19:30:00;0,05;17,59;120,039;167,5781;0
2026-02-01 19:45:00;0,06;19,26;110,599;158,1381;0
2026-02-01 20:00:00;0,06;16,9;112,899;160,4381;0
2026-02-01 20:15:00;0,06;17,88;109,249;156,7881;0
2026-02-01 20:30:00;0,06;17,87;102,669;150,2081;0
2026-02-01 20:45:00;0,06;17,69;93,489;141,0281;0
2026-02-01 21:00:00;0,06;15,58;108,229;155,7681;0
2026-02-01 21:15:00;0,06;15,28;104,169;151,7081;0
2026-02-01 21:30:00;0,06;15,28;106,149;153,6881;0
2026-02-01 21:45:00;0,06;15,17;99,769;147,3081;0
2026-02-01 22:00:00;0,06;15,67;105,999;153,5381;0
2026-02-01 22:15:00;0,05;16,49;96,969;144,5081;0
2026-02-01 22:30:00;0,05;13,33;99,419;146,9581;0
2026-02-01 22:45:00;0,05;22,55;92,219;139,7581;0
2026-02-01 23:00:00;0,05;26,25;92,239;139,7781;0
2026-02-01 23:15:00;0,06;25,05;93,849;141,3881;0
2026-02-01 23:30:00;0,05;22,22;91,589;139,1281;0
2026-02-01 23:45:00;0,05;23,86;87,509;135,0481;0
2026-02-02 00:00:00;0,05;20,93;91,339;138,8781;0
2026-02-02 00:15:00;0,06;21,58;86,129;133,6681;0
2026-02-02 00:30:00;0,06;23,02;90,779;138,3181;0
2026-02-02 00:45:00;0,05;21,95;89,309;136,8481;0
2026-02-02 01:00:00;0,05;22,54;87,689;135,2281;0
2026-02-02 01:15:00;0,06;22,01;86,949;134,4881;0
2026-02-02 01:30:00;0,06;21,48;85,819;133,3581;0
2026-02-02 01:45:00;0,05;22,09;85,099;132,6381;0
2026-02-02 02:00:00;0,06;21,18;83,949;131,4881;0
2026-02-02 02:15:00;0,06;22,11;81,509;129,0481;0
